"product","category","brand","description","cost_price","sale_price","image_url","date","country","customer_type","discount_band","discount","units_sold","revenue","total_cost","month","month_name","year","discount_revenue"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-10-01","Germany","Government"," High ",20,2,"398.00","180.00","10","October","2023","318"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-09-01","Canada","Government"," High ",12,6,"834.00","582.00","9","September","2022","734"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-09-01","Canada","Creator"," High ",12,28,"4172.00","2912.00","9","September","2022","3671"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-09-01","Germany","Government"," High ",12,4,"796.00","696.00","9","September","2022","700"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-09-01","Germany","Education"," High ",12,7,"1393.00","630.00","9","September","2022","1226"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-09-01","France","Enterprise"," High ",12,10,"1990.00","1740.00","9","September","2022","1751"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-09-01","Canada","Education"," High ",12,25,"4225.00","2950.00","9","September","2022","3718"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-09-01","United States of America","Education"," High ",12,18,"3042.00","2124.00","9","September","2023","2677"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-09-01","Mexico","Small Business"," High ",12,4,"556.00","388.00","9","September","2023","489"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-09-01","Canada","Government"," High ",12,4,"916.00","640.00","9","September","2023","806"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-09-01","France","Enterprise"," High ",12,7,"1393.00","630.00","9","September","2023","1226"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-09-01","Mexico","Enterprise"," High ",12,10,"1490.00","1040.00","9","September","2022","1311"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2022-09-01","United States of America","Government"," High ",12,4,"676.00","472.00","9","September","2022","595"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-09-01","France","Enterprise"," High ",12,7,"1393.00","630.00","9","September","2023","1226"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-09-01","Canada","Government"," High ",12,7,"1043.00","728.00","9","September","2023","918"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-09-01","United States of America","Government"," High ",12,23,"5267.00","3680.00","9","September","2023","4635"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-09-01","United States of America","Enterprise"," High ",12,16,"3184.00","1440.00","9","September","2023","2802"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-09-01","Mexico","Small Business"," High ",12,4,"556.00","388.00","9","September","2023","489"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-09-01","Canada","Government"," High ",12,7,"1043.00","728.00","9","September","2023","918"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-09-01","Mexico","Government"," High ",12,24,"5496.00","3840.00","9","September","2023","4836"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2022-09-01","Mexico","Creator"," High ",12,10,"1390.00","970.00","9","September","2022","1223"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-09-01","France","Government"," High ",12,28,"5572.00","2520.00","9","September","2022","4903"
